Dis1	Dis2	Distance
193	555	0.071221065393515
359	555	0.0410495829455154
416	555	0.0246700802284448
555	569	0.743839583877246
334	555	0.0452314900789155
332	555	0.031413415445758
176	555	0.281009093137232
579	758	0.24467904227501
530	758	0.0892474272508774
556	758	0.0573959819780281
340	758	0.278851473591392
334	758	0.06155364218005
359	758	0.277565821802685
305	758	0.0876097039484357
332	758	0.126311411479389
516	758	0.0256712324561504
42	758	0.128002787098998
569	758	0.110906820935699
530	714	0.0733398452184337
191	530	0.0957762052643585
530	558	0.244251593477568
334	530	0.0292080650880926
333	530	0.0658892927284493
193	530	0.030762052559667
309	530	0.193165827622673
155	530	0.0454558432664816
176	530	0.240001412678502
530	556	0.121838780957456
371	530	0.0524461070115132
530	742	0.0698878735046064
340	530	0.0274754781544948
530	569	0.0688927153266375
162	530	0.0463788442580288
295	530	0.0588838094634437
42	530	0.0522766225092624
359	530	0.0289269981832149
359	569	0.0740364955568806
333	359	0.0452348372977103
191	359	0.0675003017196746
295	359	0.154894792782055
162	359	0.135179667673859
305	359	0.102008532775017
332	359	0.0660098432441204
359	516	0.20987754817242
193	359	0.10607894646496
359	742	0.12931601502133
155	359	0.0384454254099904
162	742	0.156884772791029
710	742	0.201389772110801
155	742	0.0779858593698785
558	742	0.119158228938953
295	742	0.160799849481862
371	742	0.046919836668566
176	742	0.093132884285086
332	742	0.180694085812369
556	742	0.0884064560472678
416	742	0.0549169811762128
191	742	0.340028105328377
516	742	0.182618304025817
333	742	0.328076644648292
714	742	0.116818481175485
185	742	0.27479794067918
334	742	0.0340383128291452
309	742	0.0849086984359692
414	742	0.16489597513145
340	742	0.064673981018124
569	742	0.0364238216217149
416	556	0.0284753377552219
334	416	0.055708351000289
295	416	0.158846513930694
416	569	0.080339498793091
332	416	0.0535132510099152
416	516	0.182753788235684
305	416	0.146132016205561
193	416	0.0772141577741347
176	416	0.0541251126081879
334	710	0.165889893583653
334	516	0.101516092103781
334	371	0.167906788813916
299	334	0.0566777938986754
204	334	0.0535020942771621
193	334	0.105454314438329
305	334	0.0682335469709121
334	569	0.141633278544701
334	558	0.0989917569737862
155	334	0.0496816308908783
42	334	0.0628261181950938
334	556	0.120719679202096
176	334	0.0643974989867139
162	334	0.0350450583907919
295	334	0.0305325333452316
191	332	0.493882212454172
191	333	0.52307505335746
191	558	0.0763662499434112
191	569	0.162332382804629
162	191	0.118921618425991
191	516	0.135047979073398
191	193	0.109600997115665
155	191	0.0527596454544902
191	309	0.0871807435197042
185	191	0.0480195746049492
191	340	0.255761857532343
191	414	0.104655080047601
176	191	0.178145422140301
191	556	0.154765231962615
191	714	0.0220722635068668
191	295	0.141925260599513
191	710	0.131123436779414
191	334	0.0238326642683996
42	305	0.136328057953633
42	556	0.0681084319530883
42	176	0.0879515124224166
42	569	0.0355136242852889
42	558	0.292440741004407
333	414	0.139890573138006
332	333	0.624379413356767
295	333	0.32981011423361
333	340	0.4120615589717
176	333	0.0546296015110408
333	556	0.223005535953984
333	516	0.0349982926796229
185	333	0.0351435245089065
333	371	0.17725049022273
333	714	0.146961340142462
211	305	0.272309377038593
155	211	0.0709664629390766
211	710	0.159186064055413
516	556	0.0424692861254228
193	516	0.0355093894864017
295	516	0.0373595127580634
371	516	0.025608469994926
516	710	0.120081675528005
414	516	0.0528247549941152
155	516	0.141788729873313
516	555	0.0220198735867755
185	516	0.266170456608199
516	558	0.127335369806572
340	516	0.112934825380878
162	516	0.400916116648233
176	516	0.0407605357650072
516	569	0.065350760689115
332	414	0.181100272865322
193	414	0.13884999234484
155	414	0.0348763998557664
414	579	0.371905308191153
340	414	0.180320635167926
414	569	0.157401803240781
359	414	1
414	416	0.296857298060559
414	556	0.169501175064954
295	414	0.247899441606641
335	414	0.122431721351545
305	414	0.0764607739765336
176	414	0.144002220427634
176	359	0.0624473408374566
176	579	0.0547166474887167
176	558	0.211890563824858
176	371	0.107554716576235
176	193	0.207930800367643
176	710	0.0932268618684572
176	309	0.0375442358804218
176	185	0.117003790642573
176	569	0.261896979382185
155	176	0.150299018278214
176	556	0.295023077687694
176	295	0.0440965324748343
176	340	0.0775739716576349
176	714	0.108974919509848
162	176	0.0385927645009285
211	371	0.0443015588358387
155	371	0.0358516046213562
371	579	0.235549321310803
371	556	0.244969704587229
193	371	0.0977389309312883
305	371	0.202761674973971
371	493	0.0438571891573141
162	371	0.0934273073906672
155	332	0.0261265777054673
155	193	0.106059180866488
155	558	0.115692416676764
155	556	0.0310060401359606
155	162	0.422994760512344
155	569	0.117567946514431
155	305	0.0641515930237514
155	295	0.0725034243194389
155	185	0.104505097203578
162	193	0.213128604461956
162	332	0.038567443371131
162	710	0.0534170113114078
162	309	0.114732841075756
162	558	0.174631520806812
162	340	0.0269423957228686
162	185	0.137554191560728
162	295	0.160882767231113
556	558	0.224782315571642
558	569	0.105503038430257
305	558	0.0893174081228992
193	558	0.0725551221030455
332	340	0.388490687275049
335	340	0.0900342821780099
340	359	0.109054883128708
193	340	0.0964042027535802
295	340	0.180555212373407
340	556	0.135849935170094
340	569	0.161825617677995
305	340	0.20784688819542
340	496	0.0267719670673145
296	340	0.100844198331847
359	556	0.0313412737691424
42	359	0.491421631347349
174	332	0.0195449203000556
305	332	0.257217988859085
193	332	0.221809006421032
332	569	0.152078924180161
185	332	0.0861828146607338
332	371	0.0381066716771449
295	332	0.367941631292915
332	710	0.065704210306485
332	516	0.0332947539843364
309	332	0.053486196380093
309	340	0.0746452138395098
309	493	0.0587097345031845
296	309	0.496388028895769
309	333	0.0712282565833937
309	555	0.0393729414403601
309	714	0.158171890995523
155	309	0.0640823804513971
309	569	0.111361220794878
309	759	0.472367501401921
185	295	0.14476116085792
185	193	0.186597333605189
185	556	0.0444061541765139
185	359	0.857142857142857
185	558	0.87831006565368
185	296	0.80952380952381
185	371	0.80952380952381
185	309	0.80952380952381
185	335	0.745454545454545
185	569	0.0343614336989243
556	714	0.227206129424417
299	714	0.0871286612014027
296	714	0.551141042350601
371	714	0.652595201425311
359	714	0.0974521259250723
516	714	0.0262708700953611
295	569	0.0814590206380794
295	425	0.0920340401546289
295	714	0.154083686984889
211	295	0.11545615819889
193	295	0.0461294634914251
295	556	0.150997638281031
295	371	0.0681127285183326
295	710	0.0823538793581671
295	579	0.0886349645173524
193	710	0.147356328839016
569	710	0.196066047369109
556	710	0.0829339728922244
305	710	0.208010160943498
42	710	0.190145405049278
153	710	0.0856146565230538
185	710	1
359	710	0.465415019762846
299	710	0.526108488793881
309	710	0.486166007905138
710	758	0.463295154035356
193	305	0.234901482526549
305	569	0.133272715786761
176	305	0.0347600298013396
305	556	0.0228652277485176
193	569	0.241612002060361
193	758	0.0541809877061767
193	556	0.055646196910924
333	569	0.0251524887250477
556	569	0.606928053094274
371	569	0.0361216800747487
