Dis1	Dis2	Distance
296	332	0.366456946414597
204	309	0.165608753546
211	309	0.352555940728838
309	530	0.178842216110588
185	211	0.369712230008195
185	193	0.12846063850003
185	332	0.119864775396815
153	185	0.133175937663065
714	742	0.106601733104305
555	714	0.174684584120652
496	714	0.321705663033611
425	714	0.244196675740947
530	714	0.114658284196245
295	332	0.375011572723139
211	295	0.0797526884325371
153	295	0.128667312289625
193	295	0.098262889730541
295	530	0.0587471019311077
295	359	0.140844565737724
185	295	0.14476116085792
295	569	0.0763682480228629
295	296	0.439137002831611
295	759	0.129460476429042
295	555	0.032998993383807
295	340	0.20954247705068
204	211	0.0389402303686022
193	211	0.266735028368359
211	305	0.277247161843698
211	555	0.169227745022635
516	710	0.154011285117582
174	710	0.063056413931411
211	710	0.101610769207095
496	710	0.0561148775092831
555	710	0.0524575513618572
193	710	0.107436796465189
305	710	0.206579294811713
332	710	0.0677205213121835
569	710	0.185842977283571
305	332	0.242657190754398
305	558	0.0964635057608959
193	305	0.252681310074047
305	340	0.360987971222221
305	758	0.122042982222424
305	555	0.0324978304626929
305	569	0.154104740724651
153	305	0.163527154466076
305	759	0.168140789008413
153	193	0.0518998236616644
193	569	0.232543484277545
193	555	0.026950074918469
193	530	0.0544509160236479
193	558	0.0770148373876914
193	332	0.263458726885534
193	759	0.14610231244997
193	340	0.0710447433729721
556	569	0.605670561845009
556	742	0.034865797287946
530	556	0.101106644201079
211	556	0.0226171645299833
371	556	0.138328299690748
496	556	0.289567658629488
176	556	0.366207661219995
556	579	0.0538715266143391
414	556	0.169501175064954
334	556	0.115600498592729
191	556	0.136232100303465
333	556	0.179326026078367
296	556	0.0837261991596451
299	556	0.118605583855826
335	556	0.279406351822022
153	556	0.242472552440318
516	556	0.0785783715514808
556	710	0.113234634403322
340	556	0.115923395185439
193	556	0.0762846765564878
556	558	0.136634223057237
425	556	0.115723835913678
556	714	0.23246907566071
295	556	0.0912074601654476
555	556	0.81295472297967
416	556	0.0318964281244462
