Dis1	Dis2	Distance
211	332	0.152992459039789
211	359	0.218219729008765
211	569	0.0818448235217949
211	296	0.228099398432121
153	211	0.357422483677418
211	340	0.138718827118173
211	558	0.152593637905172
530	759	0.073367562506117
211	759	0.0467722090563001
332	759	0.126492352607318
335	759	1
335	555	0.267366875446697
335	496	0.490980746380314
295	335	0.123261433371629
191	335	0.219044330794974
335	516	0.0923278359684655
335	569	0.101622766908156
335	340	0.175927324135313
335	742	0.242318110734821
335	530	0.0701366507431804
174	493	0.205229972658135
493	530	0.0824373118526375
305	493	0.175194176608483
493	555	0.0217795648021534
493	569	0.224738052316728
211	493	0.227749789885049
332	493	0.277329723655403
493	759	0.208163368549716
204	493	0.0708242615408083
340	493	0.0949759279358774
359	493	0.0785141099502803
295	493	0.0549969571226105
193	493	0.248408063923064
211	299	0.262361918974659
299	340	0.148988287461279
153	299	0.105351670867498
193	299	0.054173753528547
295	299	0.431103302676886
299	332	0.0874729261955791
174	558	0.277625872743293
174	193	0.195550597095316
174	185	0.047915650699995
174	759	0.232999647093723
153	174	0.0670914702835204
174	359	0.161742218629438
174	530	0.0762292394527959
174	204	0.0741012768046312
174	211	0.0392045605711765
174	309	0.23876633518846
174	295	0.0372000595123134
425	496	0.340446271725036
425	530	0.0589541631769665
204	759	0.261615521834104
204	425	0.0991481606047677
193	204	0.0424495526019642
204	758	0.0683929921741796
204	305	0.168138650517738
204	332	0.0852025770110753
153	204	0.0584446766810863
496	569	0.162163001379098
296	496	0.0985583012765599
359	496	0.054180496169646
211	579	0.183030307069537
332	579	0.156481803465758
193	579	0.0969172183446889
174	579	0.0813803637541105
516	579	0.136087189835016
569	579	0.0557182312698634
579	742	0.116750622965296
191	579	0.0718077870450389
305	579	0.418009751208761
153	530	0.098558500233156
153	569	0.22973434190311
153	558	0.445814528066564
153	332	0.0482614265147049
153	555	0.239299990533595
496	555	0.280131233733633
296	555	0.0484869087207996
555	558	0.16516693510872
425	555	0.157347928555119
555	569	0.71306967843203
359	555	0.0243992580602065
555	758	0.0316162738434145
340	555	0.103467436499277
530	555	0.0999827846141328
569	758	0.0756839815264878
332	758	0.119251069320104
530	569	0.0756379489339132
296	530	0.0825011462015924
359	569	0.0423433090451119
153	359	0.0863507718561553
332	359	0.101567234280258
516	742	0.203795836124736
211	742	0.0732219783188232
359	742	0.143113247132872
185	742	0.189168668552616
414	742	0.16489597513145
530	742	0.0687347408497712
332	742	0.225480487465233
296	742	0.372719447630372
295	742	0.169005992389519
174	742	0.0621653811167468
155	742	0.0779858593698785
299	742	0.322934540602922
295	416	0.114588864526019
211	416	0.161711136708167
416	569	0.080339498793091
416	742	0.081889078760059
332	416	0.0533129678717844
416	516	0.176029651271744
416	496	0.0595800377573162
193	416	0.0579894195745535
305	416	0.129855610487289
334	530	0.0289059199331751
334	710	0.150285146845373
334	425	0.101264893634012
162	334	0.0796430277704311
334	335	0.104750040798213
334	516	0.0796429559813301
193	334	0.0633755645367445
334	496	0.258717820321833
334	558	0.116625659936581
334	555	0.082397121348615
155	334	0.0773603395733212
334	493	0.0721185972045835
305	334	0.0458483933094922
153	334	0.0365987202398595
334	371	0.167906788813916
334	569	0.124632918987527
334	416	0.055708351000289
191	193	0.137199661833461
191	555	0.0848417557597705
191	516	0.106026739635944
191	211	0.0414623504779734
191	359	0.0931906982455875
191	295	0.245370719407251
191	414	0.0851393906729546
191	493	0.0794597201689432
191	340	0.323461444872758
191	296	0.409875413425521
191	742	0.365985343416597
153	191	0.092731868441875
191	530	0.100394822173603
191	332	0.458736593810193
185	191	0.0588019469919595
191	299	0.161274906620102
191	558	0.0716810198002192
174	191	0.0878321682538689
155	191	0.0651336064079945
191	710	0.118567612393802
191	569	0.171859576217307
299	333	0.294484072154615
333	414	0.170017801714699
333	742	0.408605283080779
333	359	0.0849123184593055
333	714	0.245048745199157
333	579	0.164683315471344
295	333	0.361176287258291
333	335	0.45129445844908
332	333	0.566854608070482
191	333	0.486817453459417
333	340	0.530797557357084
333	555	0.101583875121487
333	530	0.0765233054510524
296	333	0.594145080445393
333	371	0.0801963441762925
333	569	0.028364515447839
211	333	0.110122966438805
211	758	0.148554333464679
299	516	0.0626706195105677
516	569	0.11034611900861
153	516	0.0352850271305911
516	558	0.139375468603991
496	516	0.193478352509036
414	516	0.07490453512969
211	516	0.100422957291176
359	516	0.194999718251913
340	516	0.135741228869019
371	516	0.0360199828004764
193	516	0.0743818057463297
185	516	0.236515439240595
174	516	0.0579606671101149
332	414	0.146547615429826
414	425	0.235421313180664
211	414	0.166604810779765
414	555	0.102519252932652
359	414	1
414	496	0.0738235878626796
153	414	0.13776282768858
295	414	0.20876242340044
193	414	0.0940583362434228
414	569	0.125650576403778
162	176	0.0294805119828666
176	334	0.0369789162381981
176	211	0.0609827910661187
176	555	0.252570919139751
176	569	0.293698562220214
176	493	0.0572154756240843
176	193	0.218852049316598
176	371	0.0899048344405161
176	185	0.0969274104843994
176	530	0.233433383783319
176	333	0.0688314243962366
176	714	0.0572533275871071
176	191	0.206218148699826
176	710	0.0609097618940783
176	295	0.0696542575109147
155	176	0.158248654120757
176	516	0.0807777570204787
174	176	0.178344481596695
176	299	0.114139394185571
176	558	0.220279387199999
176	742	0.0770991534288016
176	414	0.144002220427634
176	335	0.155915694119785
153	176	0.103369719340856
371	555	0.116067311270541
371	496	0.271642364828117
155	211	0.0848790549430507
155	305	0.0435751157699267
155	295	0.0876001108129301
155	569	0.0929128540703165
155	193	0.16557073158707
153	155	0.132262262584465
155	299	0.0904958092586253
155	174	0.214382119659886
155	558	0.132214263373709
155	530	0.0301720158692323
155	204	0.0487424209754704
155	185	0.1099465086012
155	759	0.299486063747712
155	516	0.144342992130664
162	579	0.0573104127505453
162	191	0.100111225291185
162	299	0.129363255345355
162	558	0.169190731593181
162	204	0.0501850354097506
162	493	0.125124403465529
162	710	0.0611934143030592
162	359	0.129686016224047
162	742	0.14919155758726
162	174	0.444720797347085
162	759	0.124083557972096
162	185	0.13846999479568
155	162	0.400285123176519
162	516	0.426751595264787
162	211	0.0837035297296172
153	162	0.141231135623644
162	193	0.182280084160134
162	530	0.0489015338673908
162	295	0.157578729177275
162	309	0.123915896334308
530	558	0.272546286496449
558	569	0.171157412767055
340	758	0.198847401545461
332	340	0.371894714446629
340	569	0.181072650886139
155	359	0.0332765464386754
204	359	0.0701177694165124
305	359	0.202011150225385
193	359	0.154616093854806
332	569	0.153619129361724
