Dis1	Dis2	Distance
174	211	0.131162056264475
211	359	0.0547987828483674
185	211	0.323666819639062
176	211	0.0748404199850429
211	414	0.0457849789437189
211	516	0.0827134692857651
211	309	0.332304388913029
211	296	0.0516475591865047
211	569	0.127227200881229
211	556	0.0898241374770272
153	211	0.333241417657566
162	211	0.0535948515214154
211	340	0.0365956639896969
211	416	0.0533201325131084
191	211	0.118333871665514
211	579	0.162835243779467
211	332	0.0868504436563796
211	333	0.116027788330547
193	211	0.0469229154982859
211	742	0.310556729576332
211	558	0.235289596755002
211	299	0.120194480294703
211	555	0.106187338715029
211	493	0.0650641647591673
211	759	0.0974715035236144
155	759	0.311601885659411
530	759	0.055625466799472
204	759	0.286704587929047
295	759	0.134520338581615
305	759	0.206674954388199
162	759	0.0975056992184469
332	759	0.0993762093843376
493	759	0.24565259435381
193	759	0.156392384448502
174	759	0.263777132753846
569	759	0.0350689125554761
296	335	0.46176626123744
335	556	0.24532119727703
335	742	0.14173714062325
335	359	0.163438501503629
335	555	0.234543229936605
88	335	0.0564889802011256
176	335	0.108015166738678
335	371	0.169857703654529
335	569	0.124600488769123
334	335	0.106788401399306
335	714	0.34522025358268
335	530	0.0991678701772684
295	335	0.143267200870227
335	516	0.170533662650454
191	335	0.331161796079115
332	335	0.0418950752883642
333	335	0.4602109265566
335	496	0.405336181229156
340	493	0.0837252552232511
493	569	0.22900672376628
42	493	0.0639089145835995
359	493	0.135414775350329
493	710	0.0619858443685245
332	493	0.345647497387119
305	493	0.166176208949792
493	530	0.0634671368415648
193	493	0.25997455398883
162	493	0.120917022822905
334	493	0.117354075908102
174	493	0.165803731259025
299	493	0.0663697228874658
295	493	0.0507256320783939
176	493	0.0366273248532465
191	493	0.0629451881231156
493	555	0.069201463216088
493	579	0.097680658993638
204	493	0.0702039560451602
493	556	0.0447562561824306
185	493	0.0459646285773077
155	493	0.0239974840077595
153	493	0.0387316913264808
493	758	0.0793956873373139
162	299	0.0874393955861482
176	299	0.0762280257173042
153	299	0.158453008378164
299	333	0.379292728780824
299	758	0.292787716571054
295	299	0.415421153773476
299	516	0.159587866439446
299	332	0.0510345898180409
155	299	0.0563715713516819
299	556	0.10069585900581
193	299	0.0678826996924974
299	530	0.0550625973890849
191	299	0.263758319286596
299	340	0.15889204788491
299	414	0.652656924691845
299	335	0.443549902171149
88	299	0.0388594731887803
299	742	0.137888024113132
174	299	0.0466849175748754
296	742	0.313690716005748
191	296	0.307707570112
296	333	0.461559660082239
176	296	0.0855878253047966
174	296	0.0281386186265272
296	496	0.108501446087273
296	555	0.0524314180754747
296	332	0.199368593788838
296	530	0.105018013646273
88	296	0.0716275668843519
296	556	0.114550190979776
295	296	0.331248505653367
296	758	0.582647385984427
88	333	0.0671520659416965
88	176	0.0447311548609466
88	414	0.0440731377347658
88	496	0.0527564616701274
88	555	0.0376114556866178
88	556	0.0809731605871544
88	416	0.176519623413595
88	425	0.0443115174581393
88	340	0.0317180647555069
88	309	0.0713793493794913
88	714	0.215664542031292
88	211	0.0471476060358773
88	371	0.0854089023149813
88	185	0.0343707381861246
174	295	0.0381706053615923
153	174	0.0744790811265503
174	516	0.0646881807225356
174	204	0.0290469690774363
162	174	0.484573397561314
174	191	0.120076610051537
174	579	0.086214960373599
174	193	0.198313501993998
174	176	0.18086459750182
155	174	0.219936659062668
174	359	0.166206549273594
174	530	0.0766688268687685
174	309	0.202147857845692
174	710	0.0461597134612782
174	558	0.224481437785806
174	185	0.104376140659258
174	742	0.119699324630663
204	425	0.112660918311476
334	425	0.0547972411852803
371	425	0.140379324419058
425	555	0.1718884557957
425	556	0.139307437101549
425	759	0.0714377372417157
425	496	0.301717535314428
155	425	0.0284187450745446
425	530	0.0392925979098776
425	714	0.213450898546987
414	425	0.0540925506577783
296	425	0.122549303913391
335	425	0.247785654627988
359	425	0.0590488245339071
42	425	0.0870929651164883
425	758	0.0525232336918841
305	425	0.0738477655450893
204	359	0.101106071210253
155	204	0.0469710041321888
204	305	0.155053533500157
204	332	0.0767098439313282
162	204	0.0455039319349041
204	211	0.0458622217206009
42	204	0.0661987825975542
204	758	0.0731365637447017
204	309	0.175610698764346
193	204	0.0565820212095775
153	204	0.0805480635575182
496	516	0.238371532629472
496	555	0.275467115541562
416	496	0.0409277760368249
359	496	0.0620210448686176
371	496	0.19093590079565
496	556	0.290561891324143
305	496	0.0417757719541639
414	496	0.087333568284415
496	710	0.0714405107353362
496	569	0.209476962932263
295	496	0.0260876210707063
496	714	0.219460511406092
334	496	0.261463313381287
496	530	0.0260463470088576
333	496	0.0266459850643748
191	579	0.0437051969651584
333	579	0.181766091202336
193	579	0.0978938674729952
569	579	0.0608203303511547
516	579	0.17897440008621
305	579	0.485408517361588
579	742	0.155063745885143
162	579	0.0546206500667214
332	579	0.16516066483396
359	579	0.275014789527842
42	579	0.114381369995281
299	579	0.129378472405611
558	579	0.28652075435497
556	579	0.0674936991841604
340	579	0.126656257311833
309	579	0.0918459453027904
579	710	0.270621351607101
185	579	0.123719872991158
153	359	0.141226913468733
153	176	0.0987460169209134
153	155	0.141396311061006
153	193	0.0473649361611495
153	332	0.0458291260251125
153	414	0.145117940427952
153	162	0.141602392682539
153	516	0.0375958422655136
153	558	0.461256929867954
153	335	0.0806187821324447
153	295	0.149021601892119
153	334	0.0370611899936987
153	555	0.239648817237259
153	305	0.0992438314960359
153	556	0.23287270570229
153	191	0.0985730021498985
42	153	0.181605876956094
153	530	0.097704326788002
153	569	0.23623171182384
153	185	0.143970846332453
153	309	0.0703607638997076
295	555	0.044030534793182
176	555	0.19020166930654
340	555	0.0701591128016835
305	555	0.0215437432328848
333	555	0.0905673051201077
371	555	0.0405298843086081
555	758	0.0295716847449228
191	555	0.0472793033687749
42	555	0.115214076219235
555	714	0.0972544731841452
555	558	0.109597576815204
530	555	0.102819808258485
193	555	0.071221065393515
359	555	0.0410495829455154
555	556	0.807674701509312
416	555	0.0246700802284448
414	555	0.0815932431797722
299	555	0.028853594579641
334	555	0.103221840876492
555	569	0.743839583877246
332	555	0.031413415445758
555	710	0.0589090579615655
211	758	0.233692991143791
579	758	0.290720561037784
530	758	0.0892474272508774
334	758	0.06155364218005
332	758	0.126311411479389
359	758	0.277565821802685
340	758	0.212030206376754
305	758	0.0876097039484357
569	758	0.110906820935699
174	758	0.0892233374620507
556	758	0.0573959819780281
42	530	0.0522766225092624
530	569	0.0823306555083538
530	742	0.0628460847423338
176	530	0.229700436433157
309	530	0.193165827622673
530	714	0.0826244718641068
334	530	0.0292080650880926
530	556	0.109060840547871
191	530	0.0968100148507487
162	530	0.0556944722664118
371	530	0.0524461070115132
333	530	0.0866362837913886
193	530	0.0718888308102381
530	558	0.266933890810408
295	530	0.0554502366105083
155	530	0.0217141044841427
332	359	0.11180771562737
191	359	0.105919857064267
359	742	0.129760446812341
295	359	0.180130248326763
359	569	0.0716342173182587
193	359	0.0946933719661604
162	359	0.120428586535509
333	359	0.0782274920840668
305	359	0.113314683344884
359	516	0.215064912791952
155	359	0.0384454254099904
88	359	0.043458216428944
558	742	0.0856820854562937
332	742	0.152948409240396
569	742	0.0364238216217149
185	742	0.27479794067918
516	742	0.16720337114668
710	742	0.112822076596907
714	742	0.128720710856309
416	742	0.0549169811762128
191	742	0.344365444428049
155	742	0.0642878054850668
295	742	0.168860286847488
309	742	0.0857400811618443
340	742	0.064673981018124
333	742	0.359745700725644
162	742	0.139003778367072
556	742	0.0333757982156156
334	742	0.0340383128291452
414	742	0.100464515442519
176	742	0.134712898732546
371	742	0.046919836668566
416	569	0.0696030666917438
176	416	0.0541251126081879
193	416	0.0692438742245502
332	416	0.0496999992342053
416	516	0.148463702945244
295	416	0.158846513930694
305	416	0.15017666931439
416	556	0.03401895224363
334	416	0.0679930372442672
334	516	0.0526732620561611
193	334	0.091700353963215
334	556	0.0998829860267861
334	569	0.130652173029075
155	334	0.0487076280473996
305	334	0.120143571011395
334	371	0.158162966207871
334	710	0.165889893583653
162	334	0.107102707389562
176	334	0.0671743184713393
334	558	0.0495621705634973
204	334	0.041629545341922
295	334	0.0305325333452316
191	556	0.132138221350127
191	333	0.503889864165429
191	340	0.289228304710311
191	558	0.0754663497782356
162	191	0.11900540851908
176	191	0.199016127245372
185	191	0.0480195746049492
155	191	0.0790701501436179
191	710	0.118987992799635
191	569	0.170002375889344
191	332	0.432307084795749
191	295	0.24309776738704
191	516	0.0892692332676092
191	193	0.13883275984475
191	309	0.0267705478408536
191	414	0.093907531831014
42	174	0.0232115079326061
42	496	0.047835451418177
42	569	0.0826685797112919
42	556	0.0653595755240693
42	558	0.312522377529731
42	334	0.0451471702358139
42	759	0.208915079515051
42	176	0.0879515124224166
42	305	0.136328057953633
333	340	0.4120615589717
332	333	0.337488882439791
295	333	0.32981011423361
176	333	0.0738491329912015
333	414	0.139890573138006
333	516	0.0349982926796229
333	556	0.223005535953984
333	714	0.335697039850771
185	333	0.0351435245089065
333	371	0.17725049022273
211	305	0.272309377038593
211	710	0.161348970205291
155	211	0.0965601726811744
516	569	0.065350760689115
176	516	0.112044743800146
516	558	0.142053267729361
185	516	0.198265927508885
516	710	0.180011011665276
193	516	0.0999673596738411
155	516	0.139810078814569
414	516	0.0528247549941152
371	516	0.025608469994926
516	556	0.0424692861254228
162	516	0.400916116648233
340	516	0.112934825380878
295	516	0.0373595127580634
340	414	0.180320635167926
414	579	0.444339263792575
176	414	0.155590211774285
332	414	0.0534514013037519
414	556	0.194846788806594
414	416	0.296857298060559
359	414	0.439926501869359
414	569	0.161782484261526
295	414	0.247899441606641
193	414	0.161817094102003
176	295	0.0568347168602944
176	710	0.0932268618684572
176	371	0.107554716576235
176	185	0.0849421580806446
176	193	0.217819205563593
155	176	0.129702628099998
176	359	0.0508543998211617
176	569	0.261896979382185
176	714	0.108974919509848
176	556	0.295023077687694
176	558	0.226061837979721
162	176	0.0385927645009285
176	496	0.0433428163263104
176	340	0.0775739716576349
176	309	0.0375442358804218
176	579	0.0547166474887167
193	371	0.0977389309312883
174	371	0.0300166475768823
211	371	0.0420820162653231
162	371	0.0934273073906672
371	556	0.217235136507916
155	371	0.0358516046213562
305	371	0.229941735925516
155	185	0.103598920073491
155	193	0.119433349220502
155	305	0.0410618455959865
155	162	0.422994760512344
155	569	0.117567946514431
155	558	0.13747212965073
155	556	0.0496070941137718
155	295	0.0725034243194389
162	710	0.0592825393942457
162	332	0.0434830627126838
162	309	0.126979839294067
162	193	0.153900879989367
162	295	0.160882767231113
162	185	0.137554191560728
162	558	0.161173629750976
162	340	0.0331209617887359
556	558	0.0861916065210123
193	558	0.0725551221030455
558	569	0.129904888357565
305	558	0.0893174081228992
340	359	0.109054883128708
305	340	0.321432095532026
193	340	0.0591235342400784
340	556	0.08925491405107
335	340	0.162192924733332
332	340	0.35206723660179
295	340	0.190657163505182
340	569	0.144344948670153
42	359	0.491421631347349
185	332	0.137259654351684
305	332	0.241758146234461
295	332	0.371994309173398
332	710	0.0738579892574339
332	569	0.158436472593934
193	332	0.241631806721337
309	332	0.0574810620012587
309	555	0.0393729414403601
309	333	0.0648122665963941
309	569	0.145649478316747
155	309	0.0675681791343394
296	309	0.599587203302374
185	193	0.173746810053511
185	295	0.127480159318115
185	569	0.0316228389806236
185	359	0.826362120720149
185	371	0.80952380952381
185	296	0.80952380952381
185	335	0.745454545454545
185	558	0.87831006565368
185	309	0.80952380952381
371	714	0.247942035375895
556	714	0.250351176407387
296	714	0.409407769309864
299	714	0.0655413780343214
359	714	0.0974521259250723
191	714	0.0272217761199929
193	295	0.13820648874924
295	579	0.0775119392353979
211	295	0.0593947593238829
295	556	0.150997638281031
295	569	0.0814590206380794
295	710	0.0823538793581671
556	710	0.106282171495992
305	710	0.232547923773465
193	710	0.0827882222312412
185	710	1
710	758	0.51679436568927
359	710	0.45115753811406
569	710	0.233251623313658
299	710	0.526108488793881
193	305	0.283301029817204
176	305	0.0435113308156578
305	414	0.0553539900008399
305	569	0.133272715786761
193	569	0.217148634463113
193	556	0.107397238921273
193	758	0.0541809877061767
556	569	0.631512847381001
333	569	0.0251524887250477
185	556	0.040427782447418
