Gene Symbol	logFC	adj p-value
ENSG00000100906	0.92473442693513	3.93312921844196e-13
ENSG00000239382	-0.573765068938914	3.93312921844196e-13
ENSG00000168453	-0.97930367254956	8.06290278743259e-13
ENSG00000122862	1.40226255427311	6.71483493940964e-12
ENSG00000130244	-0.448783668446598	8.50454825209629e-12
ENSG00000163738	0.533580822223848	1.05021737875007e-11
ENSG00000113108	-0.450704286313974	6.02380899494534e-11
ENSG00000056736	1.01677934574218	8.44005441618032e-11
ENSG00000167588	-1.19650754317285	8.44005441618032e-11
ENSG00000101608	0.871927911946766	8.44005441618032e-11
ENSG00000104833	-0.927374324177715	8.44005441618032e-11
ENSG00000264364	-0.427599339540931	1.30055968077969e-10
ENSG00000112312	0.777581468696824	1.38343562121051e-10
ENSG00000164970	-0.447995038712491	1.59774483004609e-10
ENSG00000168874	1.3175768935	1.59774483004609e-10
ENSG00000146278	0.547270597014441	1.60460437907e-10
ENSG00000037042	-0.435247825515437	1.60460437907e-10
ENSG00000074219	0.891387301594103	1.59774483004609e-10
ENSG00000134294	0.929323995995406	1.78387907276059e-10
ENSG00000198417	1.4854799866713	2.24063908667009e-10
ENSG00000166295	0.504723029605216	2.24063908667009e-10
ENSG00000138772	1.05178914728466	2.24063908667009e-10
ENSG00000163132	1.18567757933341	2.49020745593213e-10
ENSG00000186298	0.374364767954416	3.68167303575373e-10
ENSG00000133112	0.592865931604312	5.09306953504412e-10
ENSG00000102362	1.46843634365793	5.03935451345543e-10
ENSG00000000971	1.65930132131872	5.33867469807062e-10
ENSG00000154240	0.563467856352493	5.33641548629271e-10
ENSG00000221869	1.289633958321	6.90714294108463e-10
ENSG00000110060	0.42090764495712	6.46199873291844e-10
ENSG00000011465	1.34053792081969	7.5476515062742e-10
ENSG00000226950	0.439899168523763	9.0716832522444e-10
ENSG00000068400	-0.427014672844092	1.08377577020574e-09
ENSG00000188783	1.16305647013743	1.22696898509605e-09
ENSG00000265479	-0.48060873517918	1.22696898509605e-09
ENSG00000159873	0.456663235199704	1.31585869729232e-09
ENSG00000087116	1.0653621667822	1.42407364047724e-09
ENSG00000182134	-0.571457520389139	1.68499237668297e-09
ENSG00000172006	-0.510440760755396	1.67165535794048e-09
ENSG00000205364	1.42216164647515	1.7235963801286e-09
ENSG00000176472	-0.588860354646477	1.71980789325158e-09
ENSG00000118705	0.300225447011848	2.16918505747389e-09
ENSG00000134419	0.547216992510512	2.37519091867784e-09
ENSG00000096060	1.28635701406667	2.49953794575454e-09
ENSG00000145882	-0.638306392626016	2.7697432866916e-09
ENSG00000145741	0.410878868608299	3.0564501383621e-09
ENSG00000169715	1.2666286625173	3.0564501383621e-09
ENSG00000186862	-0.65248874074359	3.0564501383621e-09
ENSG00000165030	0.721729827679369	3.06145408682819e-09
ENSG00000018408	0.897533570899809	3.06145408682819e-09
ENSG00000104408	0.497355408449623	3.12879487946056e-09
ENSG00000125144	1.70887524837737	3.4086042152756e-09
ENSG00000106333	1.1076136634357	3.44019639816451e-09
ENSG00000101187	1.43693345073781	3.74450982386177e-09
ENSG00000278550	-0.577998884070239	3.74450982386177e-09
ENSG00000109220	0.425249285052535	3.44019639816451e-09
ENSG00000167771	-0.697511565078575	3.74450982386177e-09
ENSG00000111817	0.729134651183074	3.93456819803132e-09
ENSG00000027697	0.533102901415956	3.9715629571833e-09
ENSG00000105227	1.00947605407285	3.96536369835562e-09
