Gene Symbol	logFC	adj p-value
ENSG00000126759	-3.15701540352175	1.29737863122075e-23
ENSG00000130300	2.2465552518382	1.34220786171027e-21
ENSG00000243069	-2.09600560309112	1.69086267531236e-21
ENSG00000117724	2.77653872660194	1.62132365686189e-20
ENSG00000148773	2.71049445597017	1.13736186302474e-19
ENSG00000198901	2.07499939555483	3.42536130815863e-19
ENSG00000144655	-1.75450497022922	3.42536130815863e-19
ENSG00000114346	1.93140776072184	3.42536130815863e-19
ENSG00000163348	1.00245807458299	5.49578011014592e-19
ENSG00000095002	1.23289719548333	5.49578011014592e-19
ENSG00000213398	-2.3988111036424	6.72410455745762e-19
ENSG00000139597	-1.556298412426	1.07207935552078e-18
ENSG00000105609	-2.02450187084472	6.87478131937634e-18
ENSG00000109576	-2.49259153995917	1.02407755701019e-17
ENSG00000139645	0.987561606766757	1.95500565852662e-17
ENSG00000174059	1.8233019964306	1.95500565852662e-17
ENSG00000155666	-2.54432899020893	3.8710140228953e-17
ENSG00000066279	2.61830231926806	3.8710140228953e-17
ENSG00000113594	-2.50600843627139	4.53306209844955e-17
ENSG00000154096	2.53353897292175	4.53306209844955e-17
ENSG00000120833	-2.19065466163582	4.53306209844955e-17
ENSG00000091831	-2.94040902219265	4.54654757906109e-17
ENSG00000163687	-3.09614480173719	5.00468389571458e-17
ENSG00000164402	1.03952407548885	5.54813386017594e-17
ENSG00000131747	2.73994411916662	5.54813386017594e-17
ENSG00000117009	-2.45090072993803	7.99586876460285e-17
ENSG00000137804	1.80214290183513	1.28152399995643e-16
ENSG00000281244	-2.14593333046899	1.28152399995643e-16
ENSG00000160323	-2.14581042563841	1.28152399995643e-16
ENSG00000111206	2.1097795510916	1.36586024116679e-16
ENSG00000159403	-2.01154603682803	1.79634155521212e-16
ENSG00000167315	-1.72405175224855	1.93740364676681e-16
ENSG00000187498	1.7146062293191	2.35244197281389e-16
ENSG00000137033	-1.79427217353982	2.9574508678157e-16
ENSG00000083123	-1.51650967872444	2.9574508678157e-16
ENSG00000112118	1.2805774774105	2.99091371799562e-16
ENSG00000127954	-2.25982026693718	3.70077315026549e-16
ENSG00000141293	-2.19286190842733	3.85392213686602e-16
ENSG00000213071	-1.8280821025723	4.14987287899388e-16
ENSG00000198417	-3.93015520620971	4.14987287899388e-16
ENSG00000108381	-1.60359539812407	4.14987287899388e-16
ENSG00000160883	-2.09992204872375	4.14987287899388e-16
