Gene Symbol	logFC	adj p-value
ENSG00000008277	-1.21901575489644	2.00194095387762e-12
ENSG00000163864	-1.32792549060927	2.00194095387762e-12
ENSG00000029153	1.57804167859977	2.08162789923291e-12
ENSG00000103528	-1.27061709988329	3.19847844470211e-12
ENSG00000134240	-4.33787691793513	3.43018971840086e-11
ENSG00000076258	-0.981508089678457	4.77099218472988e-11
ENSG00000271254	-0.959155669523647	1.0554324728116e-10
ENSG00000117461	1.50813828462046	1.65162974400531e-10
ENSG00000233006	-1.39569904970762	1.65162974400531e-10
ENSG00000184313	-1.694537207656	2.27240731314107e-10
ENSG00000101224	0.836104426661617	2.73040147526242e-10
ENSG00000197165	-2.13595523884734	2.73040147526242e-10
ENSG00000131067	-0.690092258091256	2.75631418081413e-10
ENSG00000164086	0.694289287087748	2.75631418081413e-10
ENSG00000150593	-0.836198740336491	2.81537133625713e-10
ENSG00000161395	-1.24170154496968	3.08476342509022e-10
ENSG00000133067	-1.70759412312237	3.22915785508578e-10
ENSG00000065911	0.898509563115588	4.19246261828748e-10
ENSG00000197093	-1.15787088561427	4.38622351664889e-10
ENSG00000176171	0.904774227627908	6.12193534404344e-10
ENSG00000006118	1.21101585538088	6.60828446525502e-10
ENSG00000140105	1.35473770514932	7.22693886711594e-10
ENSG00000196814	-0.604156740142662	7.40823499556293e-10
ENSG00000237037	-0.864210390553917	7.87553578593291e-10
ENSG00000248144	-3.44512330627409	1.15630881481093e-09
ENSG00000163220	3.47088708057665	1.15630881481093e-09
ENSG00000165795	-1.10288400812977	1.15630881481093e-09
ENSG00000134851	0.696892871435513	1.16842051529013e-09
ENSG00000166130	1.41703592113077	1.16842051529013e-09
ENSG00000167107	-1.64528760217542	1.21536734418141e-09
ENSG00000148053	-1.70781656834486	1.16842051529013e-09
ENSG00000125375	-0.64576508166731	1.32109914067091e-09
ENSG00000163739	2.19583274185701	1.32109914067091e-09
ENSG00000121310	-0.883224113535767	1.55830787012209e-09
ENSG00000120915	-1.52216029186167	2.10395198743916e-09
ENSG00000164294	1.35121240378129	2.64947779252452e-09
ENSG00000166869	-2.75369539300659	2.69198168701133e-09
ENSG00000164684	-1.14682808294312	2.97300905171385e-09
ENSG00000007516	-1.19308992333422	3.3520407887009e-09
ENSG00000137103	-0.914137950652432	3.5591356782919e-09
ENSG00000088367	-0.907845582427137	3.65645666069684e-09
ENSG00000162551	2.05556517071005	3.75246897281804e-09
ENSG00000152465	-0.451246387853582	3.95117836240206e-09
ENSG00000162545	-1.42721884229363	4.13552762247438e-09
ENSG00000130653	-1.12174804521877	4.13552762247438e-09
ENSG00000164111	0.985702815817143	4.13552762247438e-09
ENSG00000135093	-0.73818769601742	4.13701280036664e-09
ENSG00000100644	1.46469557750121	4.13701280036664e-09
ENSG00000157193	1.36352617558986	4.6587854599888e-09
ENSG00000103888	2.47762184266207	4.6643116581992e-09
ENSG00000005882	-1.00422039408762	4.71951366539855e-09
ENSG00000162618	1.80511211120015	4.85915601469905e-09
ENSG00000137819	-1.55236377404247	5.25139109784597e-09
ENSG00000131089	-0.523228284557494	5.51595922902088e-09
ENSG00000166165	-2.68874031952043	5.60613400982435e-09
