Gene Symbol	logFC	adj p-value
ENSG00000178397	-0.466316294450487	0.186172280418087
ENSG00000161714	-0.467846130129983	0.186172280418087
ENSG00000178537	0.544084827707465	0.186172280418087
ENSG00000170525	-1.47037066491912	0.186172280418087
ENSG00000175155	-0.582457625317163	0.186172280418087
ENSG00000147697	-1.41546323040834	0.247663330884877
ENSG00000170290	0.660141696900089	0.186172280418087
ENSG00000169085	-0.769009977068711	0.32186455706187
ENSG00000176171	0.482247838873249	0.381636928681048
ENSG00000181035	0.492210346588043	0.392688564750426
ENSG00000197576	0.62911352260622	0.32186455706187
ENSG00000141959	-0.454944813374034	0.445049167667229
ENSG00000103150	0.72190710266953	0.445049167667229
ENSG00000273899	0.328380246112807	0.381636928681048
ENSG00000129657	-0.314486003142617	0.445049167667229
ENSG00000124380	0.389756184657705	0.445049167667229
ENSG00000048471	-0.33822596989022	0.445049167667229
ENSG00000206427	-1.67383012945823	0.445049167667229
ENSG00000231825	-1.67380878572786	0.445049167667229
ENSG00000084754	0.387269994429547	0.445049167667229
ENSG00000126458	0.431815880478206	0.445049167667229
ENSG00000143365	-0.586816618647481	0.445049167667229
ENSG00000023191	0.220596924428661	0.445049167667229
ENSG00000166986	0.305509688134961	0.445049167667229
ENSG00000281930	0.576187433321236	0.445049167667229
ENSG00000135407	-0.512906252949725	0.445049167667229
ENSG00000198874	-0.436778957831626	0.445049167667229
ENSG00000276230	0.213298448213704	0.445049167667229
ENSG00000197019	0.454832768572771	0.445049167667229
ENSG00000173486	0.328498121494275	0.445049167667229
ENSG00000067141	-0.60435791798894	0.445049167667229
ENSG00000213171	-0.721889112969381	0.445049167667229
ENSG00000138759	-0.553285398545183	0.445049167667229
ENSG00000274049	0.431670797412271	0.445049167667229
ENSG00000167543	0.272504259364872	0.445049167667229
ENSG00000065054	0.341615362741229	0.445049167667229
ENSG00000227761	0.79048667550718	0.445049167667229
ENSG00000141068	-0.327157929771605	0.445049167667229
ENSG00000268043	-0.427429963409479	0.445049167667229
ENSG00000122359	0.357567894850056	0.445049167667229
ENSG00000135074	-0.508819312269065	0.445049167667229
ENSG00000125968	0.613107367370129	0.445049167667229
ENSG00000228760	0.817091132288876	0.461700128720446
ENSG00000171453	0.271540530783233	0.445049167667229
ENSG00000141622	-0.669153270633605	0.445049167667229
ENSG00000142733	0.420085497833959	0.461700128720446
ENSG00000167578	0.28314291248004	0.445049167667229
ENSG00000164318	0.369412304781627	0.468130112740746
ENSG00000186350	-0.447895809020758	0.461700128720446
ENSG00000111845	0.297610980595441	0.445049167667229
ENSG00000153094	-0.241323768215695	0.468130112740746
ENSG00000123545	0.288610520413028	0.468130112740746
ENSG00000129595	-0.469483096877648	0.445049167667229
ENSG00000184277	0.183086936247428	0.468130112740746
ENSG00000163491	-0.727312311270899	0.468130112740746
ENSG00000164823	-0.306225065783676	0.477368881597616
ENSG00000175606	-1.00906748094522	0.477368881597616
ENSG00000109736	0.28870103559422	0.468130112740746
ENSG00000120733	-0.304577667481868	0.479804798095944
ENSG00000149798	0.475852838541436	0.461700128720446
ENSG00000066697	0.343611505164891	0.468130112740746
ENSG00000274137	0.487694038136848	0.468130112740746
ENSG00000100181	0.657431829810069	0.468130112740746
ENSG00000164080	-0.408461247188187	0.499787079801175
ENSG00000176974	-0.495621740323649	0.499787079801175
ENSG00000263620	0.584627440488395	0.461700128720446
ENSG00000106615	0.325771178381243	0.499787079801175
ENSG00000186222	0.274917255409627	0.468130112740746
ENSG00000085377	0.274970274303148	0.499787079801175
ENSG00000110911	-0.448849985037256	0.499787079801175
ENSG00000144655	0.701716664354823	0.499787079801175
ENSG00000130638	0.26867881259823	0.499787079801175
ENSG00000138073	0.36806643844185	0.499787079801175
ENSG00000167315	0.355427628785654	0.499787079801175
ENSG00000030066	-0.216644499192805	0.511329308582363
ENSG00000099954	-0.443753661201802	0.511329308582363
ENSG00000104067	-0.299262220313043	0.512206958524151
ENSG00000119403	0.224757169656645	0.499787079801175
ENSG00000173171	0.231263563324243	0.499787079801175
ENSG00000129744	-0.634928095905083	0.516608210863957
ENSG00000185112	-0.428803184037108	0.499787079801175
ENSG00000152926	-0.517784548076573	0.499787079801175
ENSG00000152217	-0.426393899381099	0.516608210863957
ENSG00000114127	-0.190172556510778	0.516608210863957
ENSG00000107929	-0.281118432782719	0.516608210863957
ENSG00000121060	-0.456049527532386	0.516608210863957
ENSG00000167208	-0.559434341173205	0.516608210863957
ENSG00000197816	-0.543737923473392	0.499787079801175
ENSG00000067113	0.553858554221101	0.516608210863957
ENSG00000197312	-0.357282830828155	0.516608210863957
ENSG00000226788	3.14146731300439	0.499787079801175
ENSG00000272573	0.828666717499385	0.516608210863957
ENSG00000112592	-0.185349120433166	0.516608210863957
ENSG00000163960	-0.317280336977014	0.516608210863957
ENSG00000147853	0.663422891841844	0.516608210863957
ENSG00000146463	-0.227679204270628	0.516608210863957
ENSG00000078687	-0.489849766183549	0.516608210863957
ENSG00000188229	0.467123468749408	0.516608210863957
ENSG00000144560	-0.377739173183115	0.516608210863957
ENSG00000129255	0.290650556157133	0.516608210863957
ENSG00000103260	0.261057823866986	0.516608210863957
ENSG00000185269	-0.939220358897266	0.516608210863957
ENSG00000234651	0.845474542606358	0.516608210863957
ENSG00000091482	0.446081943008838	0.516608210863957
ENSG00000137145	-0.204965786025662	0.516608210863957
ENSG00000122679	0.458078144041076	0.516608210863957
ENSG00000119777	0.262067628606957	0.516608210863957
ENSG00000254093	0.274506559449978	0.516608210863957
ENSG00000130707	0.597906049395531	0.516608210863957
ENSG00000163956	0.210883497640968	0.516608210863957
ENSG00000067221	0.273412637984104	0.516608210863957
ENSG00000186566	-0.356685853203747	0.516608210863957
ENSG00000131620	-0.451244099159582	0.516608210863957
ENSG00000138376	-0.655562390267685	0.516608210863957
ENSG00000141543	0.149640042750019	0.516608210863957
ENSG00000138835	-0.664368133981369	0.516608210863957
ENSG00000095794	0.303056382393795	0.516608210863957
ENSG00000129696	0.260115498422062	0.516608210863957
ENSG00000127334	-0.375689155525889	0.516608210863957
ENSG00000150764	-0.495442005622279	0.516608210863957
ENSG00000126216	-0.247060667230063	0.516608210863957
ENSG00000163815	0.487115272993394	0.516608210863957
ENSG00000272391	-0.3331901678431	0.516608210863957
ENSG00000137168	0.314943038151795	0.516608210863957
ENSG00000182957	-0.368278172647216	0.516608210863957
ENSG00000074755	-0.354721098035772	0.516608210863957
ENSG00000282853	0.334121314922039	0.516608210863957
ENSG00000104823	0.333850268731728	0.516608210863957
ENSG00000275543	-0.783628943435024	0.516608210863957
ENSG00000230989	0.233822695599575	0.516608210863957
ENSG00000159251	1.90269403967147	0.516608210863957
ENSG00000125534	0.394075018577428	0.516608210863957
ENSG00000108010	0.250550857413204	0.516608210863957
ENSG00000168701	0.259285663788056	0.516608210863957
ENSG00000067829	0.160394518204802	0.516608210863957
ENSG00000166592	0.743731274336402	0.516608210863957
ENSG00000120925	-0.211557468830473	0.516608210863957
ENSG00000172766	-0.422963357750526	0.516608210863957
ENSG00000184154	-0.358795879780551	0.516608210863957
ENSG00000164332	0.316129724283964	0.516608210863957
ENSG00000171793	0.373455104207843	0.516608210863957
ENSG00000282130	0.226246512935441	0.516608210863957
ENSG00000100099	-0.25683110147357	0.516608210863957
ENSG00000168807	-0.513313100119988	0.516608210863957
ENSG00000085117	0.346426399823957	0.516608210863957
ENSG00000090905	-0.284402119690182	0.516608210863957
ENSG00000140259	0.184147047562719	0.516608210863957
ENSG00000197951	-0.267722107033321	0.516608210863957
ENSG00000102606	-0.238611801787443	0.516608210863957
ENSG00000122483	0.367290076004211	0.516608210863957
ENSG00000118197	-0.273667250175957	0.516608210863957
ENSG00000115520	0.275854139845109	0.516608210863957
ENSG00000129749	-0.551443688632173	0.516608210863957
ENSG00000162645	0.6435723226086	0.516608210863957
ENSG00000159713	1.08369521905458	0.516608210863957
ENSG00000180758	-0.627984749375179	0.516608210863957
ENSG00000122694	0.528450171311365	0.516608210863957
ENSG00000183688	-0.388045691235761	0.516608210863957
ENSG00000168137	-0.279903641062101	0.516608210863957
ENSG00000140992	-0.200577080749607	0.517201700626378
ENSG00000034152	0.443746349887645	0.516608210863957
ENSG00000242265	0.850395793777392	0.516608210863957
ENSG00000088808	-0.308360214215249	0.516608210863957
ENSG00000174177	0.229115694581252	0.516608210863957
ENSG00000180891	-0.25505628248454	0.517201700626378
ENSG00000198908	-0.347494023716719	0.516608210863957
ENSG00000074054	-0.24852775180083	0.517201700626378
ENSG00000183155	0.236154995197739	0.516608210863957
ENSG00000184708	-0.19682201798305	0.517201700626378
ENSG00000108961	0.336292268987302	0.516608210863957
ENSG00000146425	0.506805832370045	0.517201700626378
