Dis1	Dis2	Dis1_icd9	Dis2_icd9	Dis1_discat	Dis2_discat	Dis1_catcolor	Dis2_catcolor	Corr_Dis1	Corr_Dis2	Distance	pvalue	adj_pvalue	in_epidem	in_epidem_dd_dm	is_metric	is_ultrametric	id	icd_pairs	in_phi	in_epidem_total
Parkinson's disease 	Facioscapulohumeral muscular dystrophy 5	332	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Facioscapulohumeral muscular dystrophy	0.144953144728045	1.44331718160676e-22	4.98703535568921e-22	TRUE	TRUE	FALSE	FALSE	2782	332 _ 359	TRUE	TRUE
Crohn's disease 1	Facioscapulohumeral muscular dystrophy 3	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.10814832950218	2.07465517544852e-27	8.06424817014037e-27	FALSE	FALSE	TRUE	FALSE	2783	359 _ 555	FALSE	FALSE
Hyperplastic polyps 	Facioscapulohumeral muscular dystrophy 2	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Hyperplastic polyps	Facioscapulohumeral muscular dystrophy	0.208933939290346	1.70634414200157e-43	8.89870751108187e-43	TRUE	TRUE	FALSE	FALSE	2784	211 _ 359	TRUE	TRUE
Parkinson's disease 	Facioscapulohumeral muscular dystrophy 4	332	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Facioscapulohumeral muscular dystrophy	0.12643724080322	1.66030558215554e-17	5.00774832541429e-17	TRUE	TRUE	FALSE	FALSE	2785	332 _ 359	TRUE	TRUE
Familial dysautonomia 	Facioscapulohumeral muscular dystrophy 2	742	359	congenital anomalies	diseases of the nervous system and sense organs	#AEC6CC	#985396	Familial dysautonomia	Facioscapulohumeral muscular dystrophy	0.162190537377758	1.05475313682342e-07	2.18067290019988e-07	TRUE	TRUE	FALSE	FALSE	2786	359 _ 742	TRUE	TRUE
Lung cancer 	Facioscapulohumeral muscular dystrophy 1	162	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Lung cancer	Facioscapulohumeral muscular dystrophy	0.135179667673859	2.02789250509075e-31	8.56051400881011e-31	TRUE	TRUE	FALSE	FALSE	2787	162 _ 359	TRUE	TRUE
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 3	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Facioscapulohumeral muscular dystrophy	0.0956693640524792	1.10949140586939e-12	2.83777307672325e-12	TRUE	FALSE	FALSE	FALSE	2788	333 _ 359	TRUE	TRUE
Lung cancer 	Facioscapulohumeral muscular dystrophy 2	162	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Lung cancer	Facioscapulohumeral muscular dystrophy	0.120428586535509	3.11656215814725e-25	1.16156770541778e-24	TRUE	TRUE	FALSE	FALSE	2789	162 _ 359	TRUE	TRUE
Asthma 	Facioscapulohumeral muscular dystrophy 1	493	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Asthma	Facioscapulohumeral muscular dystrophy	0.0844964984042237	0.00294964016811161	0.00454967037200085	TRUE	TRUE	FALSE	FALSE	2790	359 _ 493	TRUE	TRUE
Breast cancer 	Facioscapulohumeral muscular dystrophy 4	174	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Facioscapulohumeral muscular dystrophy	0.113703325315224	7.67343521233254e-26	2.89765097932288e-25	FALSE	FALSE	FALSE	FALSE	2791	174 _ 359	FALSE	FALSE
Schizophrenia 	Facioscapulohumeral muscular dystrophy 1	295	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Schizophrenia	Facioscapulohumeral muscular dystrophy	0.165452939788474	0.00192719845625022	0.00301603742651381	FALSE	FALSE	FALSE	FALSE	2792	295 _ 359	TRUE	TRUE
Friedreich's ataxia 	Facioscapulohumeral muscular dystrophy 2	334	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Friedreich's ataxia	Facioscapulohumeral muscular dystrophy	-0.177243874069105	2.47623805070746e-20	8.09938935438515e-20	FALSE	FALSE	TRUE	FALSE	2793	334 _ 359	FALSE	FALSE
Ulcerative colitis 	Facioscapulohumeral muscular dystrophy 3	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Facioscapulohumeral muscular dystrophy	-0.0274327584493902	0.0209013701177604	0.0295323557135321	FALSE	FALSE	TRUE	FALSE	2794	359 _ 556	FALSE	FALSE
Sessile serrated polyps 	Facioscapulohumeral muscular dystrophy 1	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Sessile serrated polyps	Facioscapulohumeral muscular dystrophy	0.0818606972669001	1.74737030993269e-05	3.17933640734872e-05	TRUE	TRUE	FALSE	FALSE	2795	211 _ 359	TRUE	TRUE
Idiopathic pulmonary fibrosis 	Facioscapulohumeral muscular dystrophy 5	516	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Idiopathic pulmonary fibrosis	Facioscapulohumeral muscular dystrophy	0.180719493518916	5.57534439964398e-49	3.13022298609e-48	TRUE	TRUE	FALSE	FALSE	2796	359 _ 516	TRUE	TRUE
Coeliac disease 2	Facioscapulohumeral muscular dystrophy 5	579	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Facioscapulohumeral muscular dystrophy	0.274658284727294	8.24043573964341e-15	2.27846660922396e-14	TRUE	FALSE	FALSE	FALSE	2797	359 _ 579	TRUE	TRUE
Papillary thyroid cancer 	Facioscapulohumeral muscular dystrophy 1	193	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Papillary thyroid cancer	Facioscapulohumeral muscular dystrophy	0.16417646259619	1.32406710709693e-10	3.12509266626174e-10	FALSE	FALSE	FALSE	FALSE	2798	193 _ 359	TRUE	TRUE
Idiopathic pulmonary fibrosis 	Facioscapulohumeral muscular dystrophy 3	516	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Idiopathic pulmonary fibrosis	Facioscapulohumeral muscular dystrophy	0.176978338517999	5.14768525875214e-47	2.82069337265609e-46	TRUE	TRUE	FALSE	FALSE	2799	359 _ 516	TRUE	TRUE
Breast cancer 	Facioscapulohumeral muscular dystrophy 2	174	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Facioscapulohumeral muscular dystrophy	0.18344468544816	3.60638917955066e-65	2.51548708458126e-64	FALSE	FALSE	FALSE	FALSE	2800	174 _ 359	FALSE	FALSE
Crohn's disease 	Facioscapulohumeral muscular dystrophy 1	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.0574999687214836	9.50364541464568e-08	1.96848670283513e-07	FALSE	FALSE	TRUE	FALSE	2801	359 _ 555	FALSE	FALSE
Glioblastoma 	Facioscapulohumeral muscular dystrophy 2	191	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Glioblastoma	Facioscapulohumeral muscular dystrophy	0.105919857064267	3.94257962042335e-23	1.38479314982534e-22	TRUE	TRUE	FALSE	FALSE	2802	191 _ 359	TRUE	TRUE
Glioblastoma 	Facioscapulohumeral muscular dystrophy 1	191	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Glioblastoma	Facioscapulohumeral muscular dystrophy	0.102268157176425	1.15392642086009e-21	3.89533177641947e-21	TRUE	TRUE	FALSE	FALSE	2803	191 _ 359	TRUE	TRUE
Schizophrenia 	Facioscapulohumeral muscular dystrophy 5	295	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Schizophrenia	Facioscapulohumeral muscular dystrophy	0.154894792782055	0.00372188553294012	0.00568599603060355	FALSE	FALSE	FALSE	FALSE	2804	295 _ 359	TRUE	TRUE
Ulcerative colitis 	Facioscapulohumeral muscular dystrophy 2	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Facioscapulohumeral muscular dystrophy	-0.0304344761002038	0.0103888995567784	0.0151839659160414	FALSE	FALSE	TRUE	FALSE	2805	359 _ 556	FALSE	FALSE
Chronic lymphocytic leukemia 	Facioscapulohumeral muscular dystrophy 1	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Facioscapulohumeral muscular dystrophy	-0.0922266502580902	0.00309360768917526	0.0047592181235495	FALSE	FALSE	TRUE	FALSE	2806	204 _ 359	FALSE	FALSE
Coeliac disease 2	Facioscapulohumeral muscular dystrophy 1	579	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Facioscapulohumeral muscular dystrophy	0.232691212657803	6.12671040768626e-11	1.46598327120978e-10	TRUE	FALSE	FALSE	FALSE	2807	359 _ 579	TRUE	TRUE
Breast cancer 	Facioscapulohumeral muscular dystrophy 3	174	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Breast cancer	Facioscapulohumeral muscular dystrophy	0.139808514926656	2.47097574329342e-38	1.18249724964601e-37	FALSE	FALSE	FALSE	FALSE	2808	174 _ 359	FALSE	FALSE
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 4	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Facioscapulohumeral muscular dystrophy	0.0856719735201587	1.89463451170611e-10	4.44535388860873e-10	TRUE	FALSE	TRUE	FALSE	2809	333 _ 359	TRUE	TRUE
Familial dysautonomia 	Facioscapulohumeral muscular dystrophy 1	742	359	congenital anomalies	diseases of the nervous system and sense organs	#AEC6CC	#985396	Familial dysautonomia	Facioscapulohumeral muscular dystrophy	0.160547369477471	1.42149652174935e-07	2.91881882895624e-07	TRUE	TRUE	FALSE	FALSE	2810	359 _ 742	TRUE	TRUE
Crohn's disease 2	Facioscapulohumeral muscular dystrophy 2	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.0519205760081737	8.97401550373739e-07	1.76499956849812e-06	FALSE	FALSE	TRUE	FALSE	2811	359 _ 555	FALSE	FALSE
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 5	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Facioscapulohumeral muscular dystrophy	0.0903728731161666	1.81033717904777e-11	4.41928921353753e-11	TRUE	FALSE	FALSE	FALSE	2812	333 _ 359	TRUE	TRUE
Liver cancer 	Facioscapulohumeral muscular dystrophy 1	155	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Liver cancer	Facioscapulohumeral muscular dystrophy	0.0384454254099904	0.00147293516029906	0.00232193694709033	FALSE	FALSE	FALSE	FALSE	2813	155 _ 359	TRUE	TRUE
Friedreich's ataxia 	Facioscapulohumeral muscular dystrophy 4	334	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Friedreich's ataxia	Facioscapulohumeral muscular dystrophy	-0.0531889616862886	0.00591157938665597	0.00884045585587328	FALSE	FALSE	TRUE	FALSE	2814	334 _ 359	FALSE	FALSE
Glioblastoma 	Facioscapulohumeral muscular dystrophy 4	191	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Glioblastoma	Facioscapulohumeral muscular dystrophy	0.090202037681581	3.48691549854395e-17	1.03848706748222e-16	TRUE	TRUE	FALSE	FALSE	2815	191 _ 359	TRUE	TRUE
Huntington's disease 	Facioscapulohumeral muscular dystrophy 5	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Facioscapulohumeral muscular dystrophy	0.0452348372977103	0.0144188965201767	0.0207709001678794	TRUE	TRUE	FALSE	FALSE	2816	333 _ 359	TRUE	TRUE
Chronic lymphocytic leukemia 	Facioscapulohumeral muscular dystrophy 4	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Facioscapulohumeral muscular dystrophy	-0.0756526935505912	0.015310364672957	0.0219802836259404	FALSE	FALSE	TRUE	FALSE	2817	204 _ 359	FALSE	FALSE
Crohn's disease 	Facioscapulohumeral muscular dystrophy 4	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.0421152055882624	9.35384812538809e-05	0.000162374156156328	FALSE	FALSE	TRUE	FALSE	2818	359 _ 555	FALSE	FALSE
Crohn's disease 1	Facioscapulohumeral muscular dystrophy 4	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.0836437849641718	5.34451854871181e-17	1.5840659163386e-16	FALSE	FALSE	TRUE	FALSE	2819	359 _ 555	FALSE	FALSE
Ulcerative colitis 2	Facioscapulohumeral muscular dystrophy 2	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Facioscapulohumeral muscular dystrophy	-0.0563146107571103	7.31424511149524e-08	1.52267823700183e-07	FALSE	FALSE	TRUE	FALSE	2820	359 _ 556	FALSE	FALSE
Chronic obstructive pulmonary disease 	Facioscapulohumeral muscular dystrophy 2	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Facioscapulohumeral muscular dystrophy	-0.221446225709319	1.4975060141332e-88	1.3838168853783e-87	FALSE	FALSE	TRUE	FALSE	2821	359 _ 496	FALSE	FALSE
Chronic obstructive pulmonary disease 	Facioscapulohumeral muscular dystrophy 4	496	359	diseases of the respiratory system	diseases of the nervous system and sense organs	#00619C	#985396	Chronic obstructive pulmonary disease	Facioscapulohumeral muscular dystrophy	-0.142037892586373	5.80614642297208e-37	2.71320605607625e-36	FALSE	FALSE	TRUE	FALSE	2822	359 _ 496	FALSE	FALSE
Chronic lymphocytic leukemia 	Facioscapulohumeral muscular dystrophy 3	204	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Chronic lymphocytic leukemia	Facioscapulohumeral muscular dystrophy	-0.0937348843559555	0.00263951746899071	0.00408513333120084	FALSE	FALSE	TRUE	FALSE	2823	204 _ 359	FALSE	FALSE
Smoker 	Facioscapulohumeral muscular dystrophy 5	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Facioscapulohumeral muscular dystrophy	0.113314683344884	0.00462901982153375	0.00700666824301459	TRUE	TRUE	FALSE	FALSE	2824	305 _ 359	TRUE	TRUE
Ulcerative colitis 	Facioscapulohumeral muscular dystrophy 	556	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Ulcerative colitis	Facioscapulohumeral muscular dystrophy	-0.0352631044952815	0.00298363203336858	0.00459979716984158	FALSE	FALSE	TRUE	FALSE	2825	359 _ 556	FALSE	FALSE
Huntington's disease 	Facioscapulohumeral muscular dystrophy 4	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Facioscapulohumeral muscular dystrophy	0.0673764117240829	0.000265812595639464	0.0004456621142081	TRUE	TRUE	FALSE	FALSE	2826	333 _ 359	TRUE	TRUE
Coeliac disease 2	Facioscapulohumeral muscular dystrophy 3	579	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Coeliac disease	Facioscapulohumeral muscular dystrophy	0.242721732154321	8.42658572892301e-12	2.08389245149315e-11	TRUE	FALSE	FALSE	FALSE	2827	359 _ 579	TRUE	TRUE
Adenomatous polyps 	Facioscapulohumeral muscular dystrophy 5	211	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Adenomatous polyps	Facioscapulohumeral muscular dystrophy	0.181559022330844	2.07037325489377e-07	4.21186750681776e-07	TRUE	TRUE	FALSE	FALSE	2828	211 _ 359	TRUE	TRUE
Crohn's disease 	Facioscapulohumeral muscular dystrophy 5	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.127977712238983	9.83173113744112e-33	4.25236180305477e-32	FALSE	FALSE	TRUE	FALSE	2829	359 _ 555	FALSE	FALSE
Smoker 	Facioscapulohumeral muscular dystrophy 1	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Facioscapulohumeral muscular dystrophy	0.0868676053255852	0.0301619045841446	0.0417403141974349	TRUE	TRUE	FALSE	FALSE	2830	305 _ 359	TRUE	TRUE
Crohn's disease 	Facioscapulohumeral muscular dystrophy 3	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.0692473675523923	1.28851777890097e-10	3.04293750009627e-10	FALSE	FALSE	TRUE	FALSE	2831	359 _ 555	FALSE	FALSE
Parkinson's disease 	Facioscapulohumeral muscular dystrophy 2	332	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Facioscapulohumeral muscular dystrophy	0.0660098432441204	9.30759615560769e-06	1.72589145634165e-05	TRUE	TRUE	FALSE	FALSE	2832	332 _ 359	TRUE	TRUE
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 2	333	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Huntington's disease	Facioscapulohumeral muscular dystrophy	0.149197042429785	8.50668768038032e-29	3.42435878584721e-28	TRUE	FALSE	FALSE	FALSE	2833	333 _ 359	TRUE	TRUE
Parkinson's disease 	Facioscapulohumeral muscular dystrophy 3	332	359	diseases of the nervous system and sense organs	diseases of the nervous system and sense organs	#985396	#985396	Parkinson's disease	Facioscapulohumeral muscular dystrophy	0.0570363137683219	0.000128656231413633	0.000220968691934346	TRUE	TRUE	FALSE	FALSE	2834	332 _ 359	TRUE	TRUE
Familial dysautonomia 	Facioscapulohumeral muscular dystrophy 4	742	359	congenital anomalies	diseases of the nervous system and sense organs	#AEC6CC	#985396	Familial dysautonomia	Facioscapulohumeral muscular dystrophy	0.129760446812341	2.19919246223381e-05	3.9767546608626e-05	TRUE	TRUE	FALSE	FALSE	2835	359 _ 742	TRUE	TRUE
Smoker 	Facioscapulohumeral muscular dystrophy 3	305	359	mental disorders	diseases of the nervous system and sense organs	#805462	#985396	Smoker	Facioscapulohumeral muscular dystrophy	0.0859862530014441	0.0318825926315429	0.0439491692071783	TRUE	TRUE	FALSE	FALSE	2836	305 _ 359	TRUE	TRUE
Crohn's disease 	Facioscapulohumeral muscular dystrophy 2	555	359	diseases of the digestive system	diseases of the nervous system and sense organs	#FBAF5F	#985396	Crohn's disease	Facioscapulohumeral muscular dystrophy	-0.105242624450663	1.29867404650558e-22	4.49608400923431e-22	FALSE	FALSE	TRUE	FALSE	2837	359 _ 555	FALSE	FALSE
Papillary thyroid cancer 	Facioscapulohumeral muscular dystrophy 2	193	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Papillary thyroid cancer	Facioscapulohumeral muscular dystrophy	0.0946933719661604	0.000225523994197416	0.000380966066994482	FALSE	FALSE	FALSE	FALSE	2838	193 _ 359	TRUE	TRUE
Glioblastoma 	Facioscapulohumeral muscular dystrophy 5	191	359	neoplasms	diseases of the nervous system and sense organs	#FFB6AD	#985396	Glioblastoma	Facioscapulohumeral muscular dystrophy	0.087796696235565	2.33823193746439e-16	6.79140320813166e-16	TRUE	TRUE	FALSE	FALSE	2839	191 _ 359	TRUE	TRUE
