source	target	ultrametric_distance	is_ultrametric	distance
Prostate cancer 	Ulcerative colitis 1	0.653669974467105	False	0.9595732175525821
Adenomatous polyps 2	Huntington's disease 1	0.3880298957688339	False	0.832834272980658
Adenomatous polyps 2	Bipolar disorder 2	0.32436417334444595	False	0.797153537698699
Adenomatous polyps 2	Facioscapulohumeral muscular dystrophy 2	0.32436417334444595	False	0.55849222427347
Adenomatous polyps 2	Idiopathic pulmonary fibrosis 	0.661910013322777	False	0.917287530714235
Adenomatous polyps 2	Autism 	0.347344075308155	False	0.812906878056124
Adenomatous polyps 2	Lymphocytic colitis 	0.32436417334444595	False	0.862352599699977
Adenomatous polyps 2	Facioscapulohumeral muscular dystrophy 4	0.794342798106287	True	0.794342798106287
Adenomatous polyps 2	Papillary thyroid cancer 3	0.672527171458675	False	0.9068445309200185
Adenomatous polyps 2	Myotonic dystrophy 	0.32436417334444595	False	0.3942336189878199
Adenomatous polyps 2	Autism 2	0.347344075308155	False	0.890737962580619
Adenomatous polyps 2	Asthma 	0.586671509458353	False	0.9349368352408327
Adenomatous polyps 2	Papillary thyroid cancer 	0.672527171458675	False	0.9530780845017142
Adenomatous polyps 2	Facioscapulohumeral muscular dystrophy 	0.32436417334444595	False	0.6659027856373011
Adenomatous polyps 2	Facioscapulohumeral muscular dystrophy 1	0.32436417334444595	False	0.715591534259329
Adenomatous polyps 2	Kaposi's sarcoma 1	0.653669974467105	False	0.9698699365185879
Adenomatous polyps 2	Glioblastoma 	0.4769259466425399	False	0.86753362127398
Adenomatous polyps 2	Asthma 1	0.586671509458353	False	0.7933836326280651
Adenomatous polyps 2	Idiopathic pulmonary fibrosis 1	0.661910013322777	False	0.9037161900719225
Adenomatous polyps 2	Facioscapulohumeral muscular dystrophy 5	0.32436417334444595	False	0.5892899213138171
Adenomatous polyps 2	Colorectal cancer 	0.45380292822610596	False	0.836330854486385
Adenomatous polyps 2	Asthma 5	0.586671509458353	False	0.856534063619365
Adenomatous polyps 2	Kaposi's sarcoma 2	0.653669974467105	False	0.849690755409904
Adenomatous polyps 2	Kaposi's sarcoma 	0.653669974467105	False	0.893366751878165
Adenomatous polyps 2	Sessile serrated polyps 	0.525523079605647	False	0.919586237485525
Adenomatous polyps 2	Coeliac disease 1	0.5556617362074251	False	0.780618869617266
Adenomatous polyps 2	Coeliac disease 2	0.5556617362074251	False	0.7171612227416789
Adenomatous polyps 2	Parkinson's disease 	0.3880298957688339	False	0.825808477121107
Adenomatous polyps 2	Huntington's disease 	0.3880298957688339	False	0.8839732116694531
Adenomatous polyps 2	Adenomatous polyps 	0.018693391090867068	True	0.018693391090867068
Adenomatous polyps 2	Papillary thyroid cancer 1	0.672527171458675	False	0.9468095807688128
Adenomatous polyps 2	Bipolar disorder 4	0.3880298957688339	False	0.874967017061708
Adenomatous polyps 2	Lymphocytic colitis 1	0.32436417334444595	False	0.8993144391287791
Adenomatous polyps 2	Hyperplastic polyps 	0.525523079605647	False	0.593032046188617
Adenomatous polyps 2	Autism 1	0.347344075308155	False	0.7324158888705591
Adenomatous polyps 2	Lymphocytic colitis 2	0.32436417334444595	False	0.9118292450576705
Adenomatous polyps 2	Familial dysautonomia 	0.4384347775534539	False	0.6894442704236681
Adenomatous polyps 2	Lung cancer 	0.661910013322777	False	0.896556002410802
Adenomatous polyps 2	Multiple sclerosis 	0.46347309333494496	False	0.9634053360103031
Adenomatous polyps 2	Post-traumatic stress disorder 	0.32436417334444595	False	0.667696611086971
Adenomatous polyps 2	Facioscapulohumeral muscular dystrophy 3	0.32436417334444595	False	0.748107970269088
Adenomatous polyps 2	Idiopathic pulmonary fibrosis 2	0.661910013322777	False	0.9387507931998339
Adenomatous polyps 2	Familial pulmonary arterial hypertension 	0.7031437019394411	False	0.9466808674868916
Adenomatous polyps 2	Lymphocytic colitis 3	0.32436417334444595	False	0.7717463990835011
Adenomatous polyps 2	Bipolar disorder 	0.32436417334444595	False	0.9483534408134954
Adenomatous polyps 2	Ischemia 	0.32436417334444595	False	0.9542160210562811
Adenomatous polyps 2	Coeliac disease 	0.5556617362074251	False	0.715371117492118
Adenomatous polyps 2	Breast cancer 	0.661910013322777	False	0.72251602991008
Adenomatous polyps 2	Muscular dystrophy 	0.32436417334444595	False	0.9452022171516327
Adenomatous polyps 2	Adenomatous polyps 1	0.018693391090867068	False	0.08307512841335793
Adenomatous polyps 2	Breast cancer 2	0.661910013322777	False	0.689368634598936
Adenomatous polyps 2	Breast cancer 1	0.661910013322777	False	0.750720428388015
Adenomatous polyps 2	Breast cancer 3	0.661910013322777	False	0.7218268097927171
Adenomatous polyps 2	Colorectal cancer 1	0.45380292822610596	False	0.857634199844818
Adenomatous polyps 2	Colorectal cancer 3	0.45380292822610596	False	0.8326733031407331
Adenomatous polyps 2	Colorectal cancer 4	0.45380292822610596	False	0.859607612448908
Adenomatous polyps 2	Colorectal cancer 2	0.45380292822610596	False	0.816124898924888
Adenomatous polyps 2	Colorectal cancer 5	0.45380292822610596	False	0.816817047595035
Adenomatous polyps 2	Familial dysautonomia 2	0.4384347775534539	False	0.74874477401168
Adenomatous polyps 2	Familial dysautonomia 1	0.4384347775534539	False	0.720567305651605
Adenomatous polyps 2	Familial pulmonary arterial hypertension 1	0.639865796578822	False	0.893344623200798
Adenomatous polyps 2	Glioblastoma 2	0.4769259466425399	False	0.8641876569871191
Adenomatous polyps 2	Glioblastoma 1	0.4769259466425399	False	0.866642865627925
Adenomatous polyps 2	Hyperplastic polyps 1	0.525523079605647	False	0.672612836370839
Adenomatous polyps 2	Hyperplastic polyps 2	0.525523079605647	False	0.545471622922573
Adenomatous polyps 2	Hyperplastic polyps 4	0.525523079605647	False	0.6288039227394321
Adenomatous polyps 2	Hyperplastic polyps 3	0.525523079605647	False	0.5599592094710161
Adenomatous polyps 2	Ischemia 1	0.32436417334444595	False	0.9365373342938017
Adenomatous polyps 2	Lung cancer 2	0.661910013322777	False	0.9156063595516929
Adenomatous polyps 2	Lung cancer 1	0.661910013322777	False	0.8846099454553841
Adenomatous polyps 2	Multiple sclerosis 1	0.46347309333494496	False	0.9436276429861562
Adenomatous polyps 2	Multiple sclerosis 3	0.46347309333494496	False	0.9634616302109549
Adenomatous polyps 2	Multiple sclerosis 2	0.46347309333494496	False	0.9490607824388342
Adenomatous polyps 2	Muscular dystrophy 1	0.32436417334444595	False	0.9367601209576238
Adenomatous polyps 2	Muscular dystrophy 3	0.32436417334444595	False	0.9070090868256567
Adenomatous polyps 2	Muscular dystrophy 2	0.32436417334444595	False	0.9202011282221175
Adenomatous polyps 2	Myotonic dystrophy 2	0.32436417334444595	False	0.45112066682594293
Adenomatous polyps 2	Myotonic dystrophy 1	0.32436417334444595	False	0.3578221670949319
Adenomatous polyps 2	Parkinson's disease 4	0.3880298957688339	False	0.819583090712554
Adenomatous polyps 2	Parkinson's disease 10	0.3880298957688339	False	0.81491025635804
Adenomatous polyps 2	Parkinson's disease 9	0.3880298957688339	False	0.838088579453352
Adenomatous polyps 2	Parkinson's disease 8	0.3880298957688339	False	0.843646543324456
Adenomatous polyps 2	Parkinson's disease 2	0.3880298957688339	False	0.842746900879743
Adenomatous polyps 2	Parkinson's disease 6	0.3880298957688339	False	0.8557464768267891
Adenomatous polyps 2	Parkinson's disease 7	0.3880298957688339	False	0.801576236232444
Adenomatous polyps 2	Parkinson's disease 3	0.3880298957688339	False	0.807304621879024
Adenomatous polyps 2	Parkinson's disease 5	0.3880298957688339	False	0.805479053232742
Adenomatous polyps 2	Parkinson's disease 1	0.3880298957688339	False	0.8450823841283691
Adenomatous polyps 2	Post-traumatic stress disorder 2	0.32436417334444595	False	0.675104758516755
Adenomatous polyps 2	Post-traumatic stress disorder 1	0.32436417334444595	False	0.8768600549108381
Adenomatous polyps 2	Prostate cancer 2	0.32436417334444595	False	0.693579945331109
Adenomatous polyps 2	Prostate cancer 1	0.32436417334444595	False	0.609241224504211
Adenomatous polyps 2	Schizophrenia 2	0.3880298957688339	False	0.862611523545986
Adenomatous polyps 2	Systemic lupus erythematosus 1	0.32436417334444595	False	0.9655039748295782
Huntington's disease 1	Adenomatous polyps 1	0.3880298957688339	False	0.876429295324312
Huntington's disease 1	Amyotrophic lateral sclerosis 1	0.3880298957688339	False	0.654572698954078
Huntington's disease 1	Amyotrophic lateral sclerosis 2	0.3880298957688339	False	0.847943221349812
Huntington's disease 1	Autism 1	0.3880298957688339	False	0.668772162715824
Huntington's disease 1	Autism 2	0.3880298957688339	False	0.828018618696286
Huntington's disease 1	Bipolar disorder 1	0.358384307921578	False	0.3719720083094539
Huntington's disease 1	Bipolar disorder 3	0.42518159855521204	False	0.523374547194518
Huntington's disease 1	Bipolar disorder 4	0.37108617472282396	False	0.4071656717426669
Huntington's disease 1	Bipolar disorder 2	0.3880298957688339	False	0.5078872539608211
Huntington's disease 1	Borrelia burgdorferi infection 2	0.754173584443357	False	0.9676912455816444
Huntington's disease 1	Borrelia burgdorferi infection 1	0.754173584443357	False	0.9716037201710285
Huntington's disease 1	Crohn's disease 1	0.653669974467105	False	0.9620274540187148
Huntington's disease 1	Crohn's disease 2	0.653669974467105	False	0.9302187676035719
Huntington's disease 1	Eosinophilic esophagitis 2	0.7166487341637321	False	0.9341117072715507
Huntington's disease 1	Eosinophilic esophagitis 1	0.7166487341637321	False	0.9406088367341886
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 1	0.3880298957688339	False	0.9049125320602921
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 3	0.3880298957688339	False	0.9043316359475209
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 4	0.794342798106287	False	0.9143290264798413
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 5	0.3880298957688339	False	0.9096281268838334
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 2	0.3880298957688339	False	0.850803957570215
Huntington's disease 1	Familial dysautonomia 1	0.4384347775534539	False	0.662282419472989
Huntington's disease 1	Familial dysautonomia 2	0.4384347775534539	False	0.671924355351708
Huntington's disease 1	Glioblastoma 2	0.4769259466425399	True	0.4769259466425399
Huntington's disease 1	Glioblastoma 1	0.4769259466425399	False	0.5196398864528701
Huntington's disease 1	Crohn's disease 	0.653669974467105	False	0.9445108695803862
Huntington's disease 1	Amyotrophic lateral sclerosis 	0.3880298957688339	False	0.69510823474431
Huntington's disease 1	Coeliac disease 	0.5556617362074251	False	0.8427093035237451
Huntington's disease 1	Multiple sclerosis 	0.46347309333494496	False	0.5879394410283
Huntington's disease 1	Adenomatous polyps 	0.3880298957688339	False	0.839045989267184
Huntington's disease 1	Borrelia burgdorferi infection 	0.754173584443357	False	0.9705155324149434
Huntington's disease 1	Familial dysautonomia 	0.4384347775534539	False	0.6284275521952801
Huntington's disease 1	Coeliac disease 2	0.5556617362074251	False	0.8225725912435631
Huntington's disease 1	Autism 	0.3880298957688339	False	0.738026698604723
Huntington's disease 1	Muscular dystrophy 	0.3880298957688339	False	0.9284343262373354
Huntington's disease 1	Eosinophilic esophagitis 	0.7166487341637321	False	0.9398100057481669
Huntington's disease 1	Coeliac disease 1	0.5556617362074251	False	0.8968883128545401
Huntington's disease 1	Ulcerative colitis 	0.653669974467105	False	0.874268603730877
Huntington's disease 1	Schizophrenia 	0.38142332950815	False	0.6560384011414521
Huntington's disease 1	Huntington's disease 2	0.019489563274614013	False	0.06764347843543203
Huntington's disease 1	Huntington's disease 	0.010295419778728913	True	0.010295419778728913
Huntington's disease 1	Ischemia 	0.3880298957688339	False	0.850780040505457
Huntington's disease 1	Glioblastoma 	0.4769259466425399	False	0.498746625223832
Huntington's disease 1	Parkinson's disease 	0.33283542562517293	False	0.3756215866432329
Huntington's disease 1	Kaposi's sarcoma 	0.653669974467105	False	0.9453713984889592
Huntington's disease 1	Bipolar disorder 	0.3880298957688339	False	0.42381857302004294
Huntington's disease 1	Rheumatoid arthritis 	0.3880298957688339	False	0.853039659857538
Huntington's disease 1	Facioscapulohumeral muscular dystrophy 	0.3880298957688339	False	0.894391952651617
Huntington's disease 1	Ischemia 2	0.3880298957688339	False	0.9021612678937603
Huntington's disease 1	Ischemia 1	0.3880298957688339	False	0.844892668848313
Huntington's disease 1	Kaposi's sarcoma 1	0.653669974467105	False	0.9401590637791275
Huntington's disease 1	Kaposi's sarcoma 2	0.653669974467105	False	0.957578524949322
Huntington's disease 1	Keratoconus 2	0.3880298957688339	False	0.9256903506036464
Huntington's disease 1	Multiple sclerosis 1	0.46347309333494496	False	0.673183928557424
Huntington's disease 1	Multiple sclerosis 2	0.46347309333494496	False	0.5742015943215241
Huntington's disease 1	Multiple sclerosis 3	0.46347309333494496	False	0.5637929313334381
Huntington's disease 1	Muscular dystrophy 1	0.3880298957688339	False	0.9276069044928055
Huntington's disease 1	Muscular dystrophy 3	0.3880298957688339	False	0.9165024043988529
Huntington's disease 1	Muscular dystrophy 4	0.3880298957688339	False	0.9529915351004071
Huntington's disease 1	Muscular dystrophy 2	0.3880298957688339	False	0.9270216662069422
Huntington's disease 1	Parkinson's disease 10	0.33283542562517293	False	0.35885734972672195
Huntington's disease 1	Parkinson's disease 7	0.33283542562517293	False	0.354562191438724
Huntington's disease 1	Parkinson's disease 3	0.33283542562517293	False	0.37392064622867
Huntington's disease 1	Parkinson's disease 8	0.33283542562517293	False	0.386332660523744
Huntington's disease 1	Parkinson's disease 2	0.33283542562517293	False	0.35834121624379395
Huntington's disease 1	Parkinson's disease 6	0.33283542562517293	False	0.4273294862113149
Huntington's disease 1	Parkinson's disease 1	0.33283542562517293	False	0.38919209828069296
Huntington's disease 1	Parkinson's disease 5	0.33283542562517293	False	0.4499578759636839
Huntington's disease 1	Parkinson's disease 9	0.33283542562517293	True	0.33283542562517293
Huntington's disease 1	Parkinson's disease 4	0.33283542562517293	False	0.388528782550794
Huntington's disease 1	Post-traumatic stress disorder 1	0.3880298957688339	False	0.9287727434166063
Huntington's disease 1	Prostate cancer 2	0.3880298957688339	False	0.9554219640442968
Huntington's disease 1	Rheumatoid arthritis 2	0.3880298957688339	False	0.862807637063695
Huntington's disease 1	Rheumatoid arthritis 1	0.3880298957688339	False	0.849059905641341
Huntington's disease 1	Schizophrenia 2	0.38142332950815	False	0.798559272169747
Huntington's disease 1	Schizophrenia 1	0.38142332950815	False	0.5751303875802379
Huntington's disease 1	Ulcerative colitis 2	0.653669974467105	False	0.887522168631672
Huntington's disease 1	Ulcerative colitis 1	0.653669974467105	False	0.864286890659521
Bipolar disorder 2	Adenomatous polyps 1	0.32436417334444595	False	0.800584319617149
Bipolar disorder 2	Eosinophilic esophagitis 	0.7166487341637321	False	0.9459768576920746
Bipolar disorder 2	Breast cancer 	0.661910013322777	False	0.8523524391446581
Bipolar disorder 2	Familial dysautonomia 	0.4384347775534539	False	0.673951514070695
Bipolar disorder 2	Huntington's disease 2	0.3880298957688339	False	0.680888264811211
Bipolar disorder 2	Parkinson's disease 	0.3880298957688339	False	0.562993795247067
Bipolar disorder 2	Schizophrenia 	0.3880298957688339	False	0.539294710443388
Bipolar disorder 2	Adenomatous polyps 	0.32436417334444595	False	0.6502779362378549
Bipolar disorder 2	Huntington's disease 	0.3880298957688339	False	0.5384413399177611
Bipolar disorder 2	Amyotrophic lateral sclerosis 1	0.25454645454545494	False	0.801921935827491
Bipolar disorder 2	Glioblastoma 	0.4769259466425399	False	0.63497777577305
Bipolar disorder 2	Breast cancer 1	0.661910013322777	False	0.870396510794206
Bipolar disorder 2	Breast cancer 3	0.661910013322777	False	0.854078166670835
Bipolar disorder 2	Breast cancer 2	0.661910013322777	False	0.848444914131078
Bipolar disorder 2	Eosinophilic esophagitis 1	0.7166487341637321	False	0.9612239020257575
Bipolar disorder 2	Eosinophilic esophagitis 2	0.7166487341637321	False	0.9278281957599467
Bipolar disorder 2	Familial dysautonomia 1	0.4384347775534539	False	0.77598129729097
Bipolar disorder 2	Familial dysautonomia 2	0.4384347775534539	False	0.724160107951442
Bipolar disorder 2	Glioblastoma 2	0.4769259466425399	False	0.5917937312068301
Bipolar disorder 2	Glioblastoma 1	0.4769259466425399	False	0.668860775791508
Bipolar disorder 2	Parkinson's disease 10	0.3880298957688339	False	0.555751758139858
Bipolar disorder 2	Parkinson's disease 1	0.3880298957688339	False	0.571747452401785
Bipolar disorder 2	Parkinson's disease 7	0.3880298957688339	False	0.575567561313517
Bipolar disorder 2	Parkinson's disease 6	0.3880298957688339	False	0.599015149737439
Bipolar disorder 2	Parkinson's disease 4	0.3880298957688339	False	0.586549822520298
Bipolar disorder 2	Parkinson's disease 2	0.3880298957688339	False	0.530055215174119
Bipolar disorder 2	Parkinson's disease 5	0.3880298957688339	False	0.621305139091417
Bipolar disorder 2	Parkinson's disease 3	0.3880298957688339	False	0.564948009126018
Bipolar disorder 2	Parkinson's disease 8	0.3880298957688339	False	0.5405521278654829
Bipolar disorder 2	Parkinson's disease 9	0.3880298957688339	False	0.5480337770768241
Bipolar disorder 2	Post-traumatic stress disorder 2	0.19047719047619002	False	0.40660574716202297
Bipolar disorder 2	Prostate cancer 2	0.11428671428571421	False	0.11904861904761896
Bipolar disorder 2	Prostate cancer 1	0.11428671428571421	True	0.11428671428571421
Bipolar disorder 2	Rheumatoid arthritis 2	0.34740579857468895	False	0.870516227077698
Bipolar disorder 2	Schizophrenia 2	0.3880298957688339	False	0.733586415955147
Bipolar disorder 2	Schizophrenia 1	0.3880298957688339	False	0.46494742742367695
Bipolar disorder 	Adenomatous polyps 1	0.32436417334444595	False	0.886885933762228
Bipolar disorder 	Adenomatous polyps 	0.32436417334444595	False	0.771901601567879
Bipolar disorder 	Amyotrophic lateral sclerosis 2	0.25454645454545494	False	0.53823473876256
Bipolar disorder 	Amyotrophic lateral sclerosis 1	0.25454645454545494	False	0.558321758912623
Bipolar disorder 	Crohn's disease 	0.653669974467105	False	0.9515140912792004
Bipolar disorder 	Borrelia burgdorferi infection 	0.754173584443357	False	0.9526735614399923
Bipolar disorder 	Huntington's disease 	0.3880298957688339	False	0.40585591955460704
Bipolar disorder 	Ulcerative colitis 	0.653669974467105	False	0.916274800840355
Bipolar disorder 	Borrelia burgdorferi infection 2	0.754173584443357	False	0.9520350401298521
Bipolar disorder 	Borrelia burgdorferi infection 1	0.754173584443357	False	0.9437412337837544
Bipolar disorder 	Breast cancer 3	0.661910013322777	False	0.9769057333649175
Bipolar disorder 	Breast cancer 2	0.661910013322777	False	0.9624164613749168
Bipolar disorder 	Cardiomyopathy 1	0.594372149720758	False	0.877451696086609
Bipolar disorder 	Chronic obstructive pulmonary disease 2	0.502079366408375	False	0.865023049941971
Bipolar disorder 	Chronic obstructive pulmonary disease 1	0.502079366408375	False	0.9662408801625357
Bipolar disorder 	Chronic obstructive pulmonary disease 	0.502079366408375	False	0.9014426987234402
Bipolar disorder 	Crohn's disease 1	0.653669974467105	False	0.9254298591840884
Bipolar disorder 	Crohn's disease 2	0.653669974467105	False	0.9687630305623182
Bipolar disorder 	Down syndrome 1	0.41735361401557297	False	0.73063860483147
Bipolar disorder 	Eosinophilic esophagitis 	0.7166487341637321	False	0.9174998537984076
Bipolar disorder 	Eosinophilic esophagitis 2	0.7166487341637321	False	0.8925915012440431
Bipolar disorder 	Eosinophilic esophagitis 1	0.7166487341637321	False	0.9392975085306811
Bipolar disorder 	Familial dysautonomia 	0.4384347775534539	False	0.6272815523696281
Bipolar disorder 	Familial dysautonomia 2	0.4384347775534539	False	0.66596101677722
Bipolar disorder 	Familial dysautonomia 1	0.4384347775534539	False	0.7307404749128691
Bipolar disorder 	Glioblastoma 1	0.4769259466425399	False	0.627345178017874
Bipolar disorder 	Glioblastoma 2	0.4769259466425399	False	0.5497342454001141
Bipolar disorder 	Glioblastoma 	0.4769259466425399	False	0.590125586574479
Bipolar disorder 	Huntington's disease 2	0.3880298957688339	False	0.494135015966692
Bipolar disorder 	Parkinson's disease 2	0.3880298957688339	False	0.585404552752563
Bipolar disorder 	Parkinson's disease 6	0.3880298957688339	False	0.678865825422572
Bipolar disorder 	Parkinson's disease 5	0.3880298957688339	False	0.736532167003123
Bipolar disorder 	Parkinson's disease 3	0.3880298957688339	False	0.631570775095339
Bipolar disorder 	Parkinson's disease 9	0.3880298957688339	False	0.5986681121616001
Bipolar disorder 	Parkinson's disease 10	0.3880298957688339	False	0.6193067023644631
Bipolar disorder 	Parkinson's disease 	0.3880298957688339	False	0.633544053585403
Bipolar disorder 	Parkinson's disease 1	0.3880298957688339	False	0.637890695271219
Bipolar disorder 	Parkinson's disease 8	0.3880298957688339	False	0.607634887245562
Bipolar disorder 	Parkinson's disease 7	0.3880298957688339	False	0.641840286335232
Bipolar disorder 	Parkinson's disease 4	0.3880298957688339	False	0.659951896653494
Bipolar disorder 	Post-traumatic stress disorder 2	0.19047719047619002	False	0.40041379669762595
Bipolar disorder 	Prostate cancer 2	0.19047719047619002	True	0.19047719047619002
Bipolar disorder 	Rheumatoid arthritis 2	0.34740579857468895	False	0.5905932306901359
Bipolar disorder 	Rheumatoid arthritis 1	0.34740579857468895	False	0.818872028456199
Bipolar disorder 	Schizophrenia 1	0.3880298957688339	False	0.42620025901267605
Bipolar disorder 	Schizophrenia 	0.3880298957688339	False	0.560863997168389
Bipolar disorder 	Schizophrenia 2	0.3880298957688339	False	0.8141169418774511
Bipolar disorder 	Ulcerative colitis 1	0.653669974467105	False	0.9094628975648483
Bipolar disorder 	Ulcerative colitis 2	0.653669974467105	False	0.931086436749313
Adenomatous polyps 1	Human immunodeficiency virus infection 2	0.5085793686526511	False	0.9154102081824939
Adenomatous polyps 1	Ulcerative colitis 2	0.653669974467105	False	0.947919189402626
Adenomatous polyps 1	Kaposi's sarcoma 1	0.653669974467105	False	0.9404719348943742
Adenomatous polyps 1	Crohn's disease 2	0.653669974467105	False	0.806653088221453
Adenomatous polyps 1	Hyperplastic polyps 	0.525523079605647	False	0.7234487285397609
Adenomatous polyps 1	Autism 1	0.347344075308155	False	0.842332249197382
Adenomatous polyps 1	Facioscapulohumeral muscular dystrophy 1	0.32436417334444595	False	0.9259310802610207
Adenomatous polyps 1	Autism 	0.347344075308155	False	0.879806519705297
Adenomatous polyps 1	Myotonic dystrophy 	0.32436417334444595	False	0.490519258934447
Adenomatous polyps 1	Facioscapulohumeral muscular dystrophy 5	0.32436417334444595	False	0.834176862520119
Adenomatous polyps 1	Bipolar disorder 1	0.3880298957688339	False	0.9015705686941289
Adenomatous polyps 1	Lymphocytic colitis 	0.32436417334444595	False	0.7647114032449981
Adenomatous polyps 1	Down syndrome 2	0.41735361401557297	False	0.9429492533693007
Adenomatous polyps 1	Lung cancer 	0.661910013322777	False	0.9464061484785846
Adenomatous polyps 1	Bipolar disorder 4	0.3880298957688339	False	0.849629965255167
Adenomatous polyps 1	Idiopathic pulmonary fibrosis 	0.661910013322777	False	0.862694529797294
Adenomatous polyps 1	Autism 2	0.347344075308155	False	0.9222330291266408
